Rx_Number,Path_Power,Interaction_Description,Total_Interactions_for_Path,Interaction_Coordiantes
17,-46.2246,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.7061 -5.05874 0.245683', '2.31023 -5.47314 0.470771', '3.31104 -6.82405 1.5']"
17,-46.553,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30391 -5.06836 0.317073', '3.31104 -6.82405 1.5']"
17,-46.6126,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30511 -4.98591 0.403401', '5.65853 -6.7522 1.04845', '4.41659 -7.40635 1.28734', '3.31104 -6.82405 1.5']"
17,-46.8135,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.31287 -5.1967 0.442737', '3.31104 -6.82405 1.5']"
17,-46.9247,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70882 -5.29189 0.282713', '3.18101 -7.40635 1.23716', '3.31104 -6.82405 1.5']"
17,-47.0893,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.3558 -5.09416 0.0997569', '2.30989 -5.17568 0.168278', '3.31104 -6.82405 1.5']"
17,-47.2222,Tx-R-D-R-R-R-Rx,7,"['2.48996 -4.85594 0.3', '2.30899 -4.95049 0.277716', '2.70882 -5.15707 0.243983', '3.11004 -5.37154 0.131867', '5.65853 -6.73382 0.844018', '4.40039 -7.40635 1.19559', '3.31104 -6.82405 1.5']"
17,-47.4941,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.29748 -4.76571 0.395867', '2.78205 -4.94043 0.282976', '5.65853 -5.97761 0.953107', '3.31104 -6.82405 1.5']"
18,-17.8256,Tx-Rx,2,"['2.48996 -4.85594 0.3', '2.82017 -6.9189 1.5']"
18,-23.974,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.31365 -5.20838 0.463029', '2.82017 -6.9189 1.5']"
18,-27.2616,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '2.76718 -7.40635 1.30745', '2.82017 -6.9189 1.5']"
18,-30.6384,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.29022 -5.83467 0.654542', '2.82017 -6.9189 1.5']"
18,-31.1528,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.31132 -5.38147 0.469931', '2.72144 -7.40635 1.30014', '2.82017 -6.9189 1.5']"
18,-31.4648,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.29408 -5.13531 0.338336', '2.82017 -6.9189 1.5']"
18,-34.0833,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '5.65853 -5.94412 0.932983', '2.82017 -6.9189 1.5']"
18,-35.1481,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '5.65853 -6.45837 0.932983', '3.78404 -7.40635 1.30745', '2.82017 -6.9189 1.5']"
18,-35.5966,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.7061 -5.16651 0.281014', '2.82017 -6.9189 1.5']"
18,-35.6239,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.70683 -5.16752 0.281995', '2.82017 -6.9189 1.5']"
18,-35.6517,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.28341 -4.80494 0.407849', '2.82017 -6.9189 1.5']"
18,-36.169,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.71154 -4.93068 0.282976', '5.65853 -5.94346 0.902913', '2.82017 -6.9189 1.5']"
18,-36.172,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30869 -5.10956 0.305938', '2.82017 -6.9189 1.5']"
18,-36.4372,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.27693 -3.8169 0.589641', '2.82017 -6.9189 1.5']"
18,-37.0725,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.71154 -4.966 0.282976', '5.65853 -6.45739 0.902914', '3.78338 -7.40635 1.29738', '2.82017 -6.9189 1.5']"
18,-38.2768,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '2.53127 -5.11405 0.0997569', '2.82017 -6.9189 1.5']"
18,-38.3195,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30342 -5.25922 0.50935', '2.82017 -6.9189 1.5']"
18,-38.7782,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30621 -5.25307 0.500355', '2.82017 -6.9189 1.5']"
18,-39.5953,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '2.70179 -6.17935 3.02001', '2.82017 -6.9189 1.5']"
18,-39.8673,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.70882 -5.17005 0.282713', '2.82017 -6.9189 1.5']"
18,-39.9329,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29415 -5.26722 0.338262', '2.72255 -7.40635 1.2844', '2.82017 -6.9189 1.5']"
18,-40.832,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.28882 -3.81439 0.599464', '2.82017 -6.9189 1.5']"
18,-41.8578,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30567 -5.72039 0.484843', '2.82017 -6.9189 1.5']"
18,-42.4107,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29857 -5.82543 0.462608', '5.65853 -6.41817 1.02495', '2.82017 -6.9189 1.5']"
18,-42.5403,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70683 -5.31476 0.281995', '2.79875 -7.40635 1.26979', '2.82017 -6.9189 1.5']"
18,-43.0499,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29297 -5.90106 0.664007', '2.69121 -7.40635 1.29551', '2.82017 -6.9189 1.5']"
18,-43.256,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.31368 -5.35144 0.454956', '2.72306 -7.40635 1.29963', '2.82017 -6.9189 1.5']"
18,-43.3981,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30747 -5.15284 0.397953', '2.82017 -6.9189 1.5']"
18,-43.5651,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.7061 -5.31327 0.281014', '2.79862 -7.40635 1.26974', '2.82017 -6.9189 1.5']"
18,-43.8248,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.42543 -5.10316 0.0997569', '2.31225 -5.53673 0.450939', '2.82017 -6.9189 1.5']"
18,-44.8094,Tx-R-R-R-Rx,5,"['2.48996 -4.85594 0.3', '3.24151 -5.23602 0.0997569', '5.65853 -6.45837 0.743748', '3.78404 -7.40635 1.24319', '2.82017 -6.9189 1.5']"
18,-44.9073,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30886 -5.22936 0.305909', '2.72663 -7.40635 1.28155', '2.82017 -6.9189 1.5']"
18,-44.9314,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.3087 -4.91417 0.289931', '2.71154 -5.04207 0.282976', '5.65853 -5.9981 0.902913', '2.82017 -6.9189 1.5']"
18,-44.9542,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.38368 -5.12723 0.0997569', '2.31282 -5.3081 0.233262', '2.82017 -6.9189 1.5']"
18,-45.4425,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30874 -4.94145 0.28993', '2.71154 -5.1298 0.282976', '5.65853 -6.53775 0.902914', '3.84046 -7.40635 1.28537', '2.82017 -6.9189 1.5']"
18,-45.816,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.70882 -4.96634 0.243983', '3.24933 -5.23972 0.0997569', '5.65853 -6.45823 0.742621', '3.78394 -7.40635 1.24283', '2.82017 -6.9189 1.5']"
18,-46.3732,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30451 -5.1135 0.315795', '2.82017 -6.9189 1.5']"
18,-46.5236,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.29725 -5.28576 0.520144', '2.82017 -6.9189 1.5']"
18,-46.8257,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30376 -4.94133 0.406025', '5.65853 -6.01256 0.998623', '2.82017 -6.9189 1.5']"
18,-47.3336,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.26444 -3.81957 0.547013', '2.75368 -7.40635 1.38598', '2.82017 -6.9189 1.5']"
18,-47.3962,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30476 -4.97443 0.404077', '5.65853 -6.55562 0.997649', '3.85408 -7.40635 1.31701', '2.82017 -6.9189 1.5']"
18,-47.7447,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '3.19813 -5.20781 0.0997569', '3.71073 -5.46251 0.244702', '5.65853 -6.45196 0.755565', '3.77975 -7.40635 1.24832', '2.82017 -6.9189 1.5']"
18,-47.8742,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29986 -5.46195 0.517315', '2.71588 -7.40635 1.30303', '2.82017 -6.9189 1.5']"
18,-48.1177,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.3084 -4.9143 0.305986', '5.65853 -5.99949 0.952364', '2.82017 -6.9189 1.5']"
18,-48.2835,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70882 -5.31849 0.282713', '2.79909 -7.40635 1.26959', '2.82017 -6.9189 1.5']"
18,-48.6279,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30844 -4.94166 0.305979', '5.65853 -6.53979 0.952357', '3.84199 -7.40635 1.30285', '2.82017 -6.9189 1.5']"
18,-48.7593,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.28096 -5.78493 0.372122', '5.65853 -5.91806 0.504543', '2.82017 -6.9189 1.5']"
18,-48.8459,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.31141 -5.11897 0.231633', '2.82017 -6.9189 1.5']"
18,-48.8718,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.93748 -5.00493 0.282976', '5.28096 -5.78513 0.372122', '5.65853 -5.91824 0.504543', '2.82017 -6.9189 1.5']"
18,-48.8753,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.28878 -3.8145 0.54298', '2.75667 -7.40635 1.38564', '2.82017 -6.9189 1.5']"
19,-17.9962,Tx-Rx,2,"['2.48996 -4.85594 0.3', '2.32582 -6.9938 1.5']"
19,-22.1964,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30218 -5.33034 0.512144', '2.32582 -6.9938 1.5']"
19,-27.1283,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '2.34868 -7.40635 1.33292', '2.32582 -6.9938 1.5']"
19,-29.3342,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.2958 -5.86327 0.646033', '2.31949 -7.40635 1.31985', '2.32582 -6.9938 1.5']"
19,-30.6727,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29865 -5.53141 0.520044', '2.32092 -7.40635 1.32326', '2.32582 -6.9938 1.5']"
19,-31.4349,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29902 -5.83373 0.633638', '2.32025 -7.40635 1.31996', '2.32582 -6.9938 1.5']"
19,-31.9067,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.7061 -5.16645 0.281014', '2.32582 -6.9938 1.5']"
19,-32.5019,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.70683 -5.16738 0.281995', '2.32582 -6.9938 1.5']"
19,-34.7254,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '5.65853 -5.89789 0.884852', '2.32582 -6.9938 1.5']"
19,-35.7,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '5.65853 -6.30002 0.884852', '3.23104 -7.40635 1.33292', '2.32582 -6.9938 1.5']"
19,-36.6854,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.71154 -4.92773 0.282976', '5.65853 -5.89731 0.854111', '2.32582 -6.9938 1.5']"
19,-37.5463,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.71154 -4.95543 0.282976', '5.65853 -6.29923 0.854112', '3.23056 -7.40635 1.32466', '2.32582 -6.9938 1.5']"
19,-37.7875,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.26483 -3.81949 0.550347', '2.32582 -6.9938 1.5']"
19,-38.8624,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '2.46942 -5.12342 0.0997569', '2.32582 -6.9938 1.5']"
19,-39.6212,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '2.38467 -6.2274 3.02001', '2.32582 -6.9938 1.5']"
19,-39.6764,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30585 -5.31036 0.500476', '2.32582 -6.9938 1.5']"
19,-40.6063,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70683 -5.28758 0.281995', '2.38792 -7.40635 1.30149', '2.32582 -6.9938 1.5']"
19,-40.6965,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.7061 -5.28629 0.281014', '2.38777 -7.40635 1.30143', '2.32582 -6.9938 1.5']"
19,-40.9525,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '2.42536 -5.13085 0.0997569', '2.31088 -5.618 0.454591', '2.32582 -6.9938 1.5']"
19,-41.7765,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.29714 -5.35012 0.520938', '2.32582 -6.9938 1.5']"
19,-42.9001,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.26451 -3.81956 0.548953', '2.3195 -7.40635 1.4019', '2.32582 -6.9938 1.5']"
19,-42.9684,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29898 -5.82602 0.452331', '5.65853 -6.41225 0.978266', '2.32582 -6.9938 1.5']"
19,-43.6379,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.70882 -5.16976 0.282713', '2.32582 -6.9938 1.5']"
19,-44.5247,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.31432 -5.22999 0.458856', '2.32582 -6.9938 1.5']"
19,-44.63,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.43887 -5.13377 0.0997569', '2.30548 -5.85914 0.622559', '2.32582 -6.9938 1.5']"
19,-45.5062,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.3087 -4.91211 0.289931', '2.71154 -5.03546 0.282976', '5.65853 -5.95449 0.854111', '2.32582 -6.9938 1.5']"
19,-45.8628,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.39706 -5.4867 0.819446', '5.65853 -5.59634 0.868955', '2.32582 -6.9938 1.5']"
19,-46.0572,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30873 -4.9336 0.289931', '2.71154 -5.10456 0.282976', '5.65853 -6.37837 0.854112', '3.28027 -7.40635 1.31503', '2.32582 -6.9938 1.5']"
19,-46.6168,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.7061 -5.16663 0.245683', '2.32582 -6.9938 1.5']"
19,-46.6977,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.28882 -3.8144 0.597209', '2.32582 -6.9938 1.5']"
19,-47.1472,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '3.2715 -5.20781 0.0997569', '3.83721 -5.46251 0.244702', '5.65853 -6.29521 0.688296', '3.22818 -7.40635 1.28023', '2.32582 -6.9938 1.5']"
19,-47.3196,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.31453 -5.24089 0.457353', '2.32582 -6.9938 1.5']"
19,-47.4284,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30369 -4.93905 0.406159', '5.65853 -5.96983 0.95489', '2.32582 -6.9938 1.5']"
19,-48.0092,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.28096 -5.75083 0.372122', '5.65853 -5.87732 0.4869', '2.32582 -6.9938 1.5']"
19,-48.0856,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30448 -4.9651 0.404626', '5.65853 -6.39656 0.954062', '3.29248 -7.40635 1.34165', '2.32582 -6.9938 1.5']"
19,-48.112,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.93748 -4.99947 0.282976', '5.28096 -5.75103 0.372122', '5.65853 -5.8775 0.4869', '2.32582 -6.9938 1.5']"
19,-48.6658,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30839 -4.91223 0.305986', '5.65853 -5.95573 0.90455', '2.32582 -6.9938 1.5']"
19,-48.8569,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '5.28096 -6.09621 0.372122', '5.65853 -6.27152 0.4869', '3.21436 -7.40635 1.2299', '2.32582 -6.9938 1.5']"
19,-48.9463,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.93748 -5.05486 0.282976', '5.28096 -6.09649 0.372122', '5.65853 -6.27177 0.4869', '3.21451 -7.40635 1.22985', '2.32582 -6.9938 1.5']"
19,-49.1466,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30476 -5.48682 0.500846', '2.3221 -7.40635 1.32325', '2.32582 -6.9938 1.5']"
19,-49.2205,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30843 -4.93376 0.305981', '5.65853 -6.38009 0.904545', '3.28141 -7.40635 1.32927', '2.32582 -6.9938 1.5']"
19,-49.5515,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30369 -5.83305 0.448654', '5.65853 -6.82926 0.976067', '3.71513 -7.40635 1.28159', '2.32582 -6.9938 1.5']"
19,-49.8332,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.78615 -5.34367 0.174613', '2.97415 -5.39366 0.131867', '5.65853 -6.10753 0.742227', '2.32582 -6.9938 1.5']"
19,-50.3775,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.29661 -4.93543 0.37792', '2.78108 -5.08439 0.282976', '5.65853 -5.96911 0.846879', '2.32582 -6.9938 1.5']"
19,-50.8128,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30369 -5.83306 0.45217', '5.65853 -6.41535 0.977819', '2.32582 -6.9938 1.5']"
19,-50.8621,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.60341 -5.14277 0.0997569', '2.7061 -5.4024 0.281014', '2.32582 -6.9938 1.5']"
19,-50.8875,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29679 -5.54628 0.523356', '2.32055 -7.40635 1.32271', '2.32582 -6.9938 1.5']"
19,-50.9208,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.70683 -5.11394 0.244702', '2.75573 -5.29028 0.0997569', '2.77697 -5.36686 0.162701', '2.32582 -6.9938 1.5']"
19,-51.0821,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29732 -4.76984 0.399275', '5.65853 -5.88655 0.951981', '2.32582 -6.9938 1.5']"
19,-51.1003,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.29861 -4.96027 0.381576', '2.80019 -5.17451 0.282976', '5.65853 -6.3954 0.844863', '3.29169 -7.40635 1.31013', '2.32582 -6.9938 1.5']"
20,-18.395,Tx-Rx,2,"['2.48996 -4.85594 0.3', '1.8279 -7.03292 1.5']"
20,-20.9058,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.29719 -5.31956 0.520561', '1.8279 -7.03292 1.5']"
20,-27.8641,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '1.91246 -7.40635 1.34674', '1.8279 -7.03292 1.5']"
20,-30.0862,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.2969 -5.48259 0.522571', '1.90414 -7.40635 1.34111', '1.8279 -7.03292 1.5']"
20,-30.836,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.21455 -5.83507 0.659613', '1.8279 -7.03292 1.5']"
20,-34.4489,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.70683 -5.13144 0.281995', '1.8279 -7.03292 1.5']"
20,-35.0631,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.7061 -5.13067 0.281014', '1.8279 -7.03292 1.5']"
20,-35.3271,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '5.65853 -5.84147 0.843245', '1.8279 -7.03292 1.5']"
20,-35.356,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.27158 -5.83493 0.65959', '1.91309 -7.40635 1.33863', '1.8279 -7.03292 1.5']"
20,-36.2315,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '5.65853 -6.17958 0.843246', '2.72183 -7.40635 1.34674', '1.8279 -7.03292 1.5']"
20,-37.1675,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.71154 -4.92401 0.282976', '5.65853 -5.84099 0.812152', '1.8279 -7.03292 1.5']"
20,-37.9853,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.71154 -4.94736 0.282976', '5.65853 -6.17893 0.812153', '2.72146 -7.40635 1.33955', '1.8279 -7.03292 1.5']"
20,-39.694,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '2.06524 -6.2525 3.02001', '1.8279 -7.03292 1.5']"
20,-42.7505,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30265 -5.30304 0.511072', '1.8279 -7.03292 1.5']"
20,-43.1623,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.7061 -5.13254 0.245683', '1.8279 -7.03292 1.5']"
20,-43.371,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.17145 -7.40635 0.517638', '1.99657 -6.0061 0.637126', '1.8279 -7.03292 1.5']"
20,-43.507,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29934 -5.82654 0.443546', '5.65853 -6.39018 0.937137', '1.8279 -7.03292 1.5']"
20,-43.6699,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.7061 -5.22492 0.281014', '1.95626 -7.40635 1.32183', '1.8279 -7.03292 1.5']"
20,-44.9644,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70683 -5.22595 0.281995', '1.95642 -7.40635 1.3219', '1.8279 -7.03292 1.5']"
20,-45.568,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.39706 -5.4867 0.785723', '5.65853 -5.5855 0.831363', '1.8279 -7.03292 1.5']"
20,-45.9354,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30214 -5.75233 0.431276', '2.29748 -5.82394 0.441577', '5.65853 -6.73801 0.936234', '3.20101 -7.40635 1.29792', '1.8279 -7.03292 1.5']"
20,-46.0226,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.3087 -4.90942 0.289931', '2.71154 -5.0268 0.282976', '5.65853 -5.89908 0.812152', '1.8279 -7.03292 1.5']"
20,-46.5902,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30872 -4.92759 0.289931', '2.71154 -5.08524 0.282976', '5.65853 -6.25686 0.812153', '2.76719 -7.40635 1.33134', '1.8279 -7.03292 1.5']"
20,-47.4349,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.28096 -5.70617 0.372122', '5.65853 -5.82521 0.473319', '1.8279 -7.03292 1.5']"
20,-47.5636,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.93748 -4.99231 0.282976', '5.28096 -5.70637 0.372122', '5.65853 -5.82539 0.473319', '1.8279 -7.03292 1.5']"
20,-47.9775,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30359 -4.93597 0.40634', '5.65853 -5.91504 0.916969', '1.8279 -7.03292 1.5']"
20,-48.2391,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '5.28096 -5.99786 0.372122', '5.65853 -6.15774 0.473319', '2.70979 -7.40635 1.26364', '1.8279 -7.03292 1.5']"
20,-48.3609,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.93748 -5.03909 0.282976', '5.28096 -5.99813 0.372122', '5.65853 -6.15798 0.473319', '2.70992 -7.40635 1.2636', '1.8279 -7.03292 1.5']"
20,-48.6726,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30426 -4.958 0.405044', '5.65853 -6.27535 0.916224', '2.77873 -7.40635 1.3551', '1.8279 -7.03292 1.5']"
20,-48.8516,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.70882 -5.13347 0.282713', '1.8279 -7.03292 1.5']"
20,-49.1974,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30839 -4.90951 0.305987', '5.65853 -5.90018 0.863046', '1.8279 -7.03292 1.5']"
20,-49.5314,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.3037 -5.83305 0.440311', '5.65853 -6.74196 0.935071', '3.20623 -7.40635 1.29673', '1.8279 -7.03292 1.5']"
20,-49.7612,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30842 -4.92772 0.305982', '5.65853 -6.25833 0.863041', '2.76809 -7.40635 1.34366', '1.8279 -7.03292 1.5']"
20,-49.8688,Tx-R-R-D-Rx,5,"['2.48996 -4.85594 0.3', '2.35507 -5.92853 0.0997569', '2.16923 -7.40635 0.375654', '1.99314 -6.00612 0.637063', '1.8279 -7.03292 1.5']"
20,-49.9261,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.39468 -5.48431 0.81984', '1.8279 -7.03292 1.5']"
20,-50.1328,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30689 -5.00892 0.499726', '2.0081 -6.27147 3.02001', '1.8279 -7.03292 1.5']"
20,-50.5381,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '5.39706 -5.4867 0.76568', '5.65853 -5.63322 0.812601', '2.4943 -7.40635 1.38042', '1.8279 -7.03292 1.5']"
20,-50.5962,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.2964 -4.93287 0.377542', '2.815 -5.08428 0.282976', '5.65853 -5.9145 0.80149', '1.8279 -7.03292 1.5']"
20,-50.9049,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.61499 -5.12095 0.0997569', '2.7061 -5.31407 0.245683', '1.8279 -7.03292 1.5']"
20,-51.1009,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.17418 -7.40635 0.521658', '2.00047 -6.00339 0.643587', '1.8279 -7.03292 1.5']"
20,-51.1769,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.17059 -7.40635 0.510355', '1.99562 -6.00902 0.625602', '1.8279 -7.03292 1.5']"
20,-51.3461,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.2981 -4.95388 0.380636', '2.83228 -5.1638 0.282976', '5.65853 -6.27445 0.799677', '2.77816 -7.40635 1.32627', '1.8279 -7.03292 1.5']"
20,-51.4965,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29181 -5.81599 0.443599', '5.65853 -6.38524 0.937754', '1.8279 -7.03292 1.5']"
20,-51.5923,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.3037 -5.83305 0.44294', '5.65853 -6.39326 0.936473', '1.8279 -7.03292 1.5']"
20,-51.6353,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29859 -4.76662 0.39947', '5.65853 -5.8256 0.913715', '1.8279 -7.03292 1.5']"
20,-51.8318,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.28881 -3.81441 0.59213', '1.8279 -7.03292 1.5']"
